Record Length,1.024000e+03,,          0.00000, -69.78970,
Sample Interval,1.220703e+04,,      12207.03125, -79.78970,
Trigger Point,0.000000000000e+00,,      24414.06250, -81.78970,
,,,      36621.09375, -82.98970,
,,,      48828.12500, -82.98970,
,,,      61035.15625, -85.78970,
Source,MATH,,      73242.18750, -85.78970,
Vertical Units,dB,,      85449.21875, -86.98970,
Vertical Scale,1.000000e+01,,      97656.25000, -86.98970,
Vertical Offset,0.000000e+00,,     109863.28125, -86.98970,
Horizontal Units,Hz,,     122070.31250, -86.98970,
Horizontal Scale,1.250000e+06,,     134277.34375, -81.78970,
Pt Fmt,Y,,     146484.37500, -80.98970,
Yzero,-4.698970e+01,,     158691.40625, -82.98970,
Probe Atten,1.000000e+00,,     170898.43750, -85.78970,
Model Number,TDS2002B,,     183105.46875, -83.38970,
Serial Number,C054552,,     195312.50000, -80.58970,
Firmware Version,FV:v22.11,,     207519.53125, -81.78970,
,,,219726.56250, -83.38970,
,,,231933.59375, -85.78970,
,,,244140.62500, -86.98970,
,,,256347.65625, -83.78970,
,,,268554.68750, -86.98970,
,,,280761.71875, -82.98970,
,,,292968.75000, -86.98970,
,,,305175.78125, -86.98970,
,,,317382.81250, -81.78970,
,,,329589.84375, -81.78970,
,,,341796.87500, -85.78970,
,,,354003.90625, -86.98970,
,,,366210.93750, -86.98970,
,,,378417.96875, -86.98970,
,,,390625.00000, -86.98970,
,,,402832.03125, -85.78970,
,,,415039.06250, -86.98970,
,,,427246.09375, -86.98970,
,,,439453.12500, -86.98970,
,,,451660.15625, -86.98970,
,,,463867.18750, -86.98970,
,,,476074.21875, -86.98970,
,,,488281.25000, -80.98970,
,,,500488.28125, -79.78970,
,,,512695.31250, -80.98970,
,,,524902.34375, -82.98970,
,,,537109.37500, -86.98970,
,,,549316.40625, -86.98970,
,,,561523.43750, -86.98970,
,,,573730.46875, -82.98970,
,,,585937.50000, -86.98970,
,,,598144.53125, -80.58970,
,,,610351.56250, -82.98970,
,,,622558.59375, -86.98970,
,,,634765.62500, -86.98970,
,,,646972.65625, -86.98970,
,,,659179.68750, -86.98970,
,,,671386.71875, -86.98970,
,,,683593.75000, -86.98970,
,,,695800.78125, -85.78970,
,,,708007.81250, -86.98970,
,,,720214.84375, -85.78970,
,,,732421.87500, -86.98970,
,,,744628.90625, -86.98970,
,,,756835.93750, -83.38970,
,,,769042.96875, -82.98970,
,,,781250.00000, -86.98970,
,,,793457.03125, -86.98970,
,,,805664.06250, -82.98970,
,,,817871.09375, -79.78970,
,,,830078.12500, -86.98970,
,,,842285.15625, -85.78970,
,,,854492.18750, -86.98970,
,,,866699.21875, -78.98970,
,,,878906.25000, -79.78970,
,,,891113.28125, -85.78970,
,,,903320.31250, -86.98970,
,,,915527.34375, -79.78970,
,,,927734.37500, -74.58970,
,,,939941.40625, -75.78970,
,,,952148.43750, -78.18970,
,,,964355.46875, -72.58970,
,,,976562.50000, -60.98970,
,,,988769.53125, -27.78970,
,,,1000976.56250, -22.58970,
,,,1013183.59375, -29.38970,
,,,1025390.62500, -62.98970,
,,,1037597.65625, -71.78970,
,,,1049804.68750, -80.58970,
,,,1062011.71875, -78.98970,
,,,1074218.75000, -86.98970,
,,,1086425.78125, -86.98970,
,,,1098632.81250, -85.78970,
,,,1110839.84375, -86.98970,
,,,1123046.87500, -79.78970,
,,,1135253.90625, -79.78970,
,,,1147460.93750, -80.98970,
,,,1159667.96875, -85.78970,
,,,1171875.00000, -86.98970,
,,,1184082.03125, -86.98970,
,,,1196289.06250, -86.98970,
,,,1208496.09375, -86.98970,
,,,1220703.12500, -86.98970,
,,,1232910.15625, -85.78970,
,,,1245117.18750, -86.98970,
,,,1257324.21875, -86.98970,
,,,1269531.25000, -80.58970,
,,,1281738.28125, -86.98970,
,,,1293945.31250, -86.98970,
,,,1306152.34375, -82.98970,
,,,1318359.37500, -83.38970,
,,,1330566.40625, -82.98970,
,,,1342773.43750, -86.98970,
,,,1354980.46875, -86.98970,
,,,1367187.50000, -83.38970,
,,,1379394.53125, -85.78970,
,,,1391601.56250, -86.98970,
,,,1403808.59375, -86.98970,
,,,1416015.62500, -85.78970,
,,,1428222.65625, -85.78970,
,,,1440429.68750, -82.98970,
,,,1452636.71875, -82.98970,
,,,1464843.75000, -86.98970,
,,,1477050.78125, -86.98970,
,,,1489257.81250, -86.98970,
,,,1501464.84375, -80.58970,
,,,1513671.87500, -79.78970,
,,,1525878.90625, -82.98970,
,,,1538085.93750, -86.98970,
,,,1550292.96875, -85.78970,
,,,1562500.00000, -83.78970,
,,,1574707.03125, -86.98970,
,,,1586914.06250, -86.98970,
,,,1599121.09375, -80.58970,
,,,1611328.12500, -80.58970,
,,,1623535.15625, -78.98970,
,,,1635742.18750, -82.98970,
,,,1647949.21875, -86.98970,
,,,1660156.25000, -86.98970,
,,,1672363.28125, -86.98970,
,,,1684570.31250, -86.98970,
,,,1696777.34375, -85.78970,
,,,1708984.37500, -82.98970,
,,,1721191.40625, -85.78970,
,,,1733398.43750, -86.98970,
,,,1745605.46875, -82.98970,
,,,1757812.50000, -78.98970,
,,,1770019.53125, -78.98970,
,,,1782226.56250, -85.78970,
,,,1794433.59375, -78.98970,
,,,1806640.62500, -86.98970,
,,,1818847.65625, -86.98970,
,,,1831054.68750, -86.98970,
,,,1843261.71875, -86.98970,
,,,1855468.75000, -83.38970,
,,,1867675.78125, -86.98970,
,,,1879882.81250, -81.78970,
,,,1892089.84375, -85.78970,
,,,1904296.87500, -86.98970,
,,,1916503.90625, -85.78970,
,,,1928710.93750, -82.98970,
,,,1940917.96875, -83.78970,
,,,1953125.00000, -83.38970,
,,,1965332.03125, -86.98970,
,,,1977539.06250, -86.98970,
,,,1989746.09375, -68.18970,
,,,2001953.12500, -64.18970,
,,,2014160.15625, -74.98970,
,,,2026367.18750, -85.78970,
,,,2038574.21875, -86.98970,
,,,2050781.25000, -86.98970,
,,,2062988.28125, -78.98970,
,,,2075195.31250, -86.98970,
,,,2087402.34375, -86.98970,
,,,2099609.37500, -85.78970,
,,,2111816.40625, -86.98970,
,,,2124023.43750, -86.98970,
,,,2136230.46875, -83.78970,
,,,2148437.50000, -81.78970,
,,,2160644.53125, -86.98970,
,,,2172851.56250, -85.78970,
,,,2185058.59375, -86.98970,
,,,2197265.62500, -85.78970,
,,,2209472.65625, -86.98970,
,,,2221679.68750, -81.78970,
,,,2233886.71875, -81.78970,
,,,2246093.75000, -86.98970,
,,,2258300.78125, -85.78970,
,,,2270507.81250, -86.98970,
,,,2282714.84375, -83.38970,
,,,2294921.87500, -86.98970,
,,,2307128.90625, -86.98970,
,,,2319335.93750, -86.98970,
,,,2331542.96875, -85.78970,
,,,2343750.00000, -86.98970,
,,,2355957.03125, -85.78970,
,,,2368164.06250, -83.38970,
,,,2380371.09375, -86.98970,
,,,2392578.12500, -86.98970,
,,,2404785.15625, -86.98970,
,,,2416992.18750, -78.18970,
,,,2429199.21875, -76.58970,
,,,2441406.25000, -85.78970,
,,,2453613.28125, -86.98970,
,,,2465820.31250, -85.78970,
,,,2478027.34375, -86.98970,
,,,2490234.37500, -86.98970,
,,,2502441.40625, -86.98970,
,,,2514648.43750, -83.78970,
,,,2526855.46875, -85.78970,
,,,2539062.50000, -86.98970,
,,,2551269.53125, -86.98970,
,,,2563476.56250, -86.98970,
,,,2575683.59375, -86.98970,
,,,2587890.62500, -85.78970,
,,,2600097.65625, -82.98970,
,,,2612304.68750, -85.78970,
,,,2624511.71875, -85.78970,
,,,2636718.75000, -80.98970,
,,,2648925.78125, -83.78970,
,,,2661132.81250, -85.78970,
,,,2673339.84375, -83.38970,
,,,2685546.87500, -86.98970,
,,,2697753.90625, -86.98970,
